model,nominal,empirical,mean_width
seasonal_naive,0.9,0.8854166666666666,9.447737296891052
lightgbm,0.9,0.22916666666666666,4.288911244395275
tft,0.9,0.8020833333333334,6.421501159667969
patchtst,0.9,0.8177083333333334,6.4211578369140625
conformal(tide),0.9,0.6302083333333334,10.696904182434082
deepar,0.9,0.734375,8.384493827819824
chronos,0.9,0.9427083333333334,8.502665519714355
