model,nominal,empirical,mean_width
seasonal_naive,0.9,0.9041666666666667,9.418828543558874
lightgbm,0.9,0.275,4.226720564861007
aci(arima),0.9,0.9958333333333333,17.969046465111465
enbpi(prophet),0.9,1.0,19.099314586739084
conformal(nbeats),0.9,0.8333333333333334,6.9516496658325195
